,epoch,step,time/trnstep,train_loss_p
0,1.0,1.0,0.2401416301727295,44.67868423461914
1,1.0,2.0,0.0882120132446289,45.30475997924805
2,1.0,3.0,0.07813096046447754,52.07807159423828
3,1.0,4.0,0.08332371711730957,46.20498275756836
4,1.0,5.0,0.07623624801635742,41.34299850463867
5,1.0,6.0,0.0767354965209961,41.002159118652344
6,1.0,7.0,0.08139395713806152,40.4437370300293
7,1.0,8.0,0.08486557006835938,39.214622497558594
8,1.0,9.0,0.07581305503845215,38.39783477783203
9,1.0,10.0,0.07662320137023926,37.770782470703125
10,1.0,11.0,0.07632637023925781,37.134552001953125
11,1.0,12.0,0.07662439346313477,36.55792999267578
12,1.0,13.0,0.0772242546081543,36.1094970703125
13,1.0,14.0,0.07802152633666992,35.302032470703125
14,1.0,15.0,0.07714509963989258,34.6220703125
15,1.0,16.0,0.0908348560333252,34.022926330566406
16,1.0,17.0,0.16124582290649414,33.36524963378906
17,1.0,18.0,0.1732170581817627,32.75281524658203
18,1.0,19.0,0.08192253112792969,31.995275497436523
19,1.0,20.0,0.08095765113830566,30.747663497924805
20,1.0,21.0,0.0787351131439209,28.109060287475586
21,1.0,22.0,0.07838058471679688,22.404184341430664
22,1.0,23.0,0.10688257217407227,10.026646614074707
23,1.0,24.0,0.07748818397521973,5.259788513183594
24,1.0,25.0,0.08149242401123047,10.64969539642334
25,1.0,26.0,0.07777738571166992,-27.42005729675293
26,1.0,27.0,0.10164117813110352,-33.16779708862305
27,1.0,28.0,0.11591506004333496,-34.490753173828125
28,1.0,29.0,0.0783395767211914,-44.419464111328125
29,1.0,30.0,0.07916617393493652,-53.89454650878906
30,1.0,31.0,0.07897639274597168,-66.62027740478516
31,1.0,32.0,0.0784766674041748,-73.17179107666016
32,1.0,33.0,0.0790259838104248,-61.72018814086914
33,1.0,34.0,0.07852673530578613,-72.01541137695312
34,1.0,35.0,0.08699560165405273,-74.47767639160156
35,1.0,36.0,0.07906365394592285,-78.0388412475586
36,1.0,37.0,0.10697054862976074,-79.69991302490234
37,1.0,38.0,0.07878589630126953,-84.11524200439453
38,1.0,39.0,0.11771297454833984,-87.84619903564453
39,1.0,40.0,0.08620357513427734,-95.37068939208984
40,1.0,41.0,0.11150765419006348,-94.58141326904297
41,1.0,42.0,0.07789182662963867,-89.28587341308594
42,1.0,43.0,0.134016752243042,-94.28752899169922
43,1.0,44.0,0.07799959182739258,-100.05982208251953
44,1.0,45.0,0.08737540245056152,-96.79755401611328
45,1.0,46.0,0.0777134895324707,-98.34291076660156
46,1.0,47.0,0.07759332656860352,-104.90093994140625
47,1.0,48.0,0.07825613021850586,-104.41751098632812
48,1.0,49.0,0.09279298782348633,-109.14617919921875
49,1.0,50.0,0.08091044425964355,-106.63612365722656
50,1.0,51.0,0.1519777774810791,-106.1497573852539
51,1.0,52.0,0.07801008224487305,-104.91107177734375
52,1.0,53.0,0.0780630111694336,-108.69126892089844
53,1.0,54.0,0.11017084121704102,-108.72587585449219
54,1.0,55.0,0.09423446655273438,-111.03569030761719
55,1.0,56.0,0.10817813873291016,-112.95923614501953
56,1.0,57.0,0.07814908027648926,-114.34515380859375
57,1.0,58.0,0.07840085029602051,-115.39091491699219
58,1.0,59.0,0.0779104232788086,-115.71519470214844
59,1.0,60.0,0.07809996604919434,-117.52115631103516
60,1.0,61.0,0.07796549797058105,-117.04278564453125
61,1.0,62.0,0.07844924926757812,-118.45909881591797
62,1.0,63.0,0.07841730117797852,-117.1474838256836
63,1.0,64.0,0.0787200927734375,-119.24053192138672
64,1.0,65.0,0.07983875274658203,-119.91705322265625
65,1.0,66.0,0.08931827545166016,-120.75190734863281
66,1.0,67.0,0.08026599884033203,-122.98124694824219
67,1.0,68.0,0.8402063846588135,-122.75627899169922
68,1.0,69.0,0.0848994255065918,-124.10688781738281
69,1.0,70.0,0.07760500907897949,-125.79446411132812
70,1.0,71.0,0.07778406143188477,-123.29438781738281
71,1.0,72.0,0.07798528671264648,-125.60437774658203
72,1.0,73.0,0.07671141624450684,-127.19682312011719
73,1.0,74.0,0.07748699188232422,-125.3872299194336
74,1.0,75.0,0.0772852897644043,-126.16597747802734
75,1.0,76.0,0.07742452621459961,-127.47872924804688
76,1.0,77.0,0.07910513877868652,-127.88753509521484
77,1.0,78.0,0.07766938209533691,-127.4608154296875
78,1.0,79.0,0.07710933685302734,-129.2024688720703
79,1.0,80.0,0.07650041580200195,-128.51705932617188
80,1.0,81.0,0.07665777206420898,-126.50593566894531
81,1.0,82.0,0.08214449882507324,-127.71829223632812
82,1.0,83.0,0.0774691104888916,-128.76492309570312
83,1.0,84.0,0.07687687873840332,-127.42536926269531
84,1.0,85.0,0.07730650901794434,-129.45394897460938
85,1.0,86.0,0.07706761360168457,-128.84934997558594
86,1.0,87.0,0.07694005966186523,-128.904052734375
87,1.0,88.0,0.07698631286621094,-129.62869262695312
88,1.0,89.0,0.08535885810852051,-128.8819580078125
89,1.0,90.0,0.09154701232910156,-132.1483917236328
90,1.0,91.0,0.0767827033996582,-129.61715698242188
91,1.0,92.0,0.07665657997131348,-130.6334686279297
92,1.0,93.0,0.07577133178710938,-130.60414123535156
93,1.0,94.0,0.07561922073364258,-130.78794860839844
94,1.0,95.0,0.07554483413696289,-132.2509765625
95,1.0,96.0,0.07577228546142578,-130.9610595703125
96,1.0,97.0,0.07669687271118164,-132.0757293701172
97,1.0,98.0,0.07637429237365723,-130.8901824951172
98,1.0,99.0,0.07683300971984863,-131.55772399902344
99,1.0,100.0,0.07725119590759277,-132.7396697998047
100,1.0,101.0,0.07627296447753906,-130.57180786132812
101,1.0,102.0,0.07701277732849121,-133.75900268554688
102,1.0,103.0,0.07601380348205566,-130.1108856201172
103,1.0,104.0,0.07614469528198242,-131.29173278808594
104,1.0,105.0,0.0918424129486084,-131.72750854492188
105,1.0,106.0,0.07787752151489258,-133.1351318359375
106,1.0,107.0,0.07717514038085938,-130.43067932128906
107,1.0,108.0,0.07794880867004395,-129.85809326171875
108,1.0,109.0,0.07640910148620605,-130.8390350341797
109,1.0,110.0,0.07607150077819824,-130.96072387695312
110,1.0,111.0,0.07686996459960938,-131.06112670898438
111,1.0,112.0,0.07665872573852539,-130.54820251464844
112,1.0,113.0,0.07655858993530273,-132.8262939453125
113,1.0,114.0,0.07669973373413086,-132.69842529296875
114,1.0,115.0,0.07687067985534668,-132.85035705566406
115,1.0,116.0,0.07683181762695312,-132.02926635742188
116,1.0,117.0,0.07705974578857422,-132.80667114257812
117,1.0,118.0,0.08212661743164062,-132.12469482421875
118,1.0,119.0,0.07879877090454102,-134.21978759765625
119,1.0,120.0,0.08675289154052734,-132.31455993652344
120,1.0,121.0,0.07950592041015625,-132.10182189941406
121,1.0,122.0,0.07800602912902832,-131.98138427734375
122,1.0,123.0,0.07869410514831543,-132.1564483642578
123,1.0,124.0,0.07848787307739258,-132.97406005859375
124,1.0,125.0,0.0778510570526123,-133.53285217285156
125,1.0,126.0,0.08436894416809082,-133.39735412597656
126,1.0,127.0,0.07950735092163086,-131.59376525878906
127,1.0,128.0,0.07805728912353516,-132.40866088867188
128,1.0,129.0,0.07833981513977051,-132.44131469726562
129,1.0,130.0,0.07839775085449219,-132.82699584960938
130,1.0,131.0,0.07817411422729492,-133.60719299316406
131,1.0,132.0,0.07878828048706055,-133.5894775390625
132,1.0,133.0,0.07807350158691406,-134.39321899414062
133,1.0,134.0,0.07805466651916504,-133.87890625
134,1.0,135.0,0.08570718765258789,-134.15126037597656
135,1.0,136.0,0.07831239700317383,-133.9320068359375
136,1.0,137.0,0.08872318267822266,-134.0913543701172
137,1.0,138.0,0.07926106452941895,-132.27760314941406
138,1.0,139.0,0.07858991622924805,-134.79067993164062
139,1.0,140.0,0.07899713516235352,-133.2296142578125
140,1.0,141.0,0.07244014739990234,-132.35617065429688
141,2.0,1.0,0.0792229175567627,-133.72959899902344
142,2.0,2.0,0.07844185829162598,-133.64382934570312
143,2.0,3.0,0.07829165458679199,-132.91436767578125
144,2.0,4.0,0.07888960838317871,-134.5894317626953
145,2.0,5.0,0.0795738697052002,-134.66766357421875
146,2.0,6.0,0.07966399192810059,-133.5767364501953
