,batchsz,lr,width,width_y,depth
0,32.0,0.001,128.0,128.0,4.0
1,128.0,0.001,128.0,128.0,3.0
2,64.0,0.001,64.0,64.0,2.0
3,64.0,0.01,32.0,32.0,3.0
4,64.0,0.01,32.0,32.0,2.0
