,batchsz,lr,width,width_y,depth
0,32.0,0.001,128.0,128.0,6.0
1,32.0,0.0001,128.0,128.0,6.0
2,128.0,0.01,32.0,32.0,4.0
3,128.0,0.0001,512.0,512.0,5.0
4,32.0,0.01,128.0,128.0,2.0
