,batchsz,lr,width,width_y,depth
0,64.0,0.0001,256.0,256.0,2.0
1,128.0,0.0001,32.0,32.0,5.0
2,128.0,0.01,128.0,128.0,3.0
3,128.0,0.001,128.0,128.0,3.0
4,32.0,0.0001,64.0,64.0,5.0
