,batchsz,lr,width,width_y,depth
0,64.0,0.01,64.0,64.0,4.0
1,32.0,0.01,256.0,256.0,6.0
2,128.0,0.0001,256.0,256.0,6.0
3,64.0,0.001,256.0,256.0,5.0
4,32.0,0.001,64.0,64.0,6.0
